gbifID,verbatimScientificName,decimalLatitude,decimalLongitude,populationDensity
2518009347,Meles meles,46.338679,7.000363,464.7269

2518007235,Capreolus capreolus,46.33898,7.000945,464.7269

2518007233,Meles meles,46.338671,7.000371,464.7269

2518006247,Meles meles,46.33866,7.000355,464.7269

2518000255,Meles meles,46.338502,7.000601,464.7269

2517993023,Capreolus capreolus,46.338979,7.000954,464.7269

2517990975,Meles meles,46.338661,7.000358,464.7269

2517988987,Capreolus capreolus,46.338986,7.000967,464.7269

2517988983,Vulpes vulpes,46.338393,7.000125,464.7269

2517987002,Vulpes vulpes,46.338384,7.000133,464.7269

2517987001,Capreolus capreolus,46.338425,7.000332,464.7269

2517985998,Capreolus capreolus,46.33898,7.000955,464.7269

2517985993,Vulpes vulpes,46.338384,7.000147,464.7269

2517984983,Meles meles,46.338681,7.000374,464.7269

2517983941,Meles meles,46.338495,7.000594,464.7269

2517982964,Capreolus capreolus,46.33898,7.000958,464.7269

2517981986,Felis catus,46.338325,7.00052,464.7269

2517980013,Capreolus capreolus,46.338984,7.000961,464.7269

2517980007,Vulpes vulpes,46.338401,7.000123,464.7269

2517980006,Capreolus capreolus,46.338405,7.000329,464.7269

2517978985,Meles meles,46.338665,7.000359,464.7269

2517976956,Meles meles,46.338669,7.000377,464.7269

2517975963,Meles meles,46.338665,7.000359,464.7269

2517970900,Meles meles,46.338682,7.000369,464.7269

2517969838,Meles meles,46.338507,7.000605,464.7269

2517968846,Meles meles,46.338682,7.000379,464.7269

2517963733,Capreolus capreolus,46.338981,7.000951,464.7269

2517961733,Meles meles,46.338674,7.000362,464.7269

2468717305,Felis domestica,47.493546,7.590866,2170.526

2468717304,Felis domestica,47.493546,7.590866,2170.526

2468717298,Felis domestica,47.493546,7.590866,2170.526

2465341281,Castor fiber,47.494834,8.23669,1097.787

2465326713,Sciurus vulgaris,46.237256,6.077043,2499.038

2465293766,Sciurus vulgaris,47.177893,8.458145,571.3354

2462932729,Vulpes vulpes,47.493546,7.590866,2170.526

2459008637,Muroidea indet.,47.493546,7.590866,2170.526

2456579987,Vulpes vulpes,46.338645,6.999771,360.9884

2456579597,Sus scrofa scrofa,47.043397,7.019869,337.8727

2456578261,Vulpes vulpes,46.338667,6.999771,360.9884

2456578193,Vulpes vulpes,46.338862,7.000002,464.7269

2456578036,Vulpes vulpes,46.338647,6.999407,360.9884

2456578025,Vulpes vulpes,46.338858,7.000004,464.7269

2456577660,Vulpes vulpes,46.338829,7.00001,464.7269

2456577633,Vulpes vulpes,46.338757,7.000171,464.7269

2456577295,Meles meles,46.33878,6.999664,360.9884

2456577209,Vulpes vulpes,46.338591,6.999391,360.9884

2456577120,Meles meles,46.338468,6.999416,360.9884

2456577057,Vulpes vulpes,46.338758,7.000171,464.7269

2456577022,Vulpes vulpes,46.338763,7.000173,464.7269

2456570432,Vulpes vulpes,46.339114,7.000931,464.7269

2456570087,Meles meles,46.339158,7.000932,464.7269

2456570062,Meles meles,46.339163,7.00093,464.7269

2456569352,Meles meles,46.339168,7.000931,464.7269

2456535045,Sciurus vulgaris,46.237488,6.077778,2499.038

2456532279,Capreolus capreolus,46.3489,6.184612,887.0218

2451596981,Sciurus vulgaris,47.396426,8.544629,4707.778

2449390384,Rattus indet.,47.586716,8.233566,517.9684

2449305983,Felis domestica,47.493546,7.590866,2170.526

2445125088,Erinaceus europaeus,47.5648,7.613317,7192.859

2442743880,Felis domestica,47.493546,7.590866,2170.526

2442743792,Felis domestica,47.493546,7.590866,2170.526

2442683563,Chiroptera indet.,47.493546,7.590866,2170.526

2439838619,Capreolus capreolus,47.669895,9.138908,513.3874

2439831910,Bubalus bubalis,47.589741,8.237107,517.9684

2429568378,Erinaceus europaeus,46.331738,6.192113,2425.483

2429345418,Vulpes vulpes,46.162534,8.934374,318.2445

2429268579,Sciurus vulgaris,46.236716,6.076287,2499.038

2429259383,Crocidura russula,46.29092,6.142389,1239.766

2429199451,Crocidura suaveolens,47.557988,7.794114,838.3766

2423246574,Sciurus vulgaris,46.236815,6.075804,2499.038

2423222032,Erinaceus europaeus,46.334233,6.192912,1430.288

2423178756,Erinaceus europaeus,46.852725,7.264197,331.1362

2423171712,Sciurus vulgaris,46.23999,6.078208,2499.038

2423171365,Erinaceus europaeus,46.218597,6.13222,13291.35

2422915302,Sciurus vulgaris,46.545217,6.65382,3571.452

2397694019,Sciurus vulgaris,46.341069,7.006661,464.7269

2397693669,Sciurus vulgaris,46.341842,7.005744,311.8799

2397541181,Erinaceus europaeus,46.514542,6.703262,1261.692

2397466132,Rattus norvegicus,47.206353,7.548055,680.9314

2331922212,Erinaceus europaeus,46.539005,6.589383,6313.826

2331529033,Vulpes vulpes,47.035572,8.43727,382.4556

2331528496,Vulpes vulpes,46.210011,6.084023,2757.703

2331526318,Vulpes vulpes,47.397308,8.048401,1796.615

2331525831,Vulpes vulpes,46.933235,7.465914,812.8966

2331525667,Vulpes vulpes,46.965984,7.521095,786.9296

2331525497,Vulpes vulpes,47.498108,7.587519,2170.526

2331525152,Vulpes vulpes,47.493546,7.590866,2170.526

2331522917,Vulpes vulpes,47.500851,8.19987,348.7475

2331520213,Vulpes vulpes,47.396584,8.048851,1796.615

2331519850,Vulpes vulpes,47.035572,8.43727,382.4556

2331475756,Vespertilio murinus,47.67865,8.616028,719.3855

2330708506,Talpa europaea,47.325211,7.711716,378.316

2330707047,Talpa caeca,46.210011,6.084023,2757.703

2330447443,Sus scrofa,47.669895,9.138908,513.3874

2330447197,Sus scrofa,47.669895,9.138908,513.3874

2330447037,Sus scrofa,47.669895,9.138908,513.3874

2330446958,Sus scrofa,47.665619,9.107934,374.2841

2330444972,Sus scrofa,47.669895,9.138908,513.3874

2330443365,Sus scrofa,47.669895,9.138908,513.3874

2330442332,Sus scrofa,47.669895,9.138908,513.3874

2330440781,Sus scrofa,47.669895,9.138908,513.3874

2329979422,Sciurus vulgaris,47.586716,8.233566,517.9684

2329977053,Sciurus vulgaris,46.210011,6.084023,2757.703

2329969401,Sciurus vulgaris,46.154388,8.788719,1357.63

2329968503,Sciurus vulgaris,47.493546,7.590866,2170.526

2329965127,Sciurus vulgaris,46.154388,8.788719,1357.63

2329962663,Sciurus vulgaris,47.497169,7.606144,1401.412

2329959813,Sciurus vulgaris,46.154388,8.788719,1357.63

2329954156,Sciurus vulgaris,47.493546,7.590866,2170.526

2329954113,Sciurus vulgaris,47.532444,7.722702,1005.107

2329953824,Sciurus vulgaris,47.537991,7.71399,1196.297

2329951491,Sciurus vulgaris,47.209248,7.53911,1998.348

2329948155,Sciurus vulgaris,47.493546,7.590866,2170.526

2329946212,Sciurus vulgaris,47.537991,7.71399,1196.297

2329942172,Sciurus vulgaris,47.558311,7.628546,1106.085

2329939409,Sciurus vulgaris,47.493546,7.590866,2170.526

2329861962,Rupicapra rupicapra,47.035572,8.43727,382.4556

2329854959,Rupicapra rupicapra,46.723152,7.895737,345.442

2329745806,Rattus norvegicus,47.586716,8.233566,517.9684

2329737079,Rattus norvegicus,47.586716,8.233566,517.9684

2329735824,Rattus indet.,47.557529,7.617645,3671.84

2329735308,Rattus indet.,47.586716,8.233566,517.9684

2329734407,Rattus norvegicus,47.537991,7.71399,1196.297

2329732812,Rattus norvegicus,47.586716,8.233566,517.9684

2329732574,Rattus norvegicus,47.586716,8.233566,517.9684

2329729107,Rattus rattus,47.586716,8.233566,517.9684

2329728972,Rattus norvegicus,47.586716,8.233566,517.9684

2329723976,Rattus norvegicus,47.586716,8.233566,517.9684

2329718060,Rattus norvegicus,47.586716,8.233566,517.9684

2329710833,Rattus norvegicus,47.669895,9.138908,513.3874

2328358125,Apodemus sylvaticus,46.210011,6.084023,2757.703

2311424730,Erinaceus europaeus,47.418238,8.366605,1472.944

2311394083,Capreolus capreolus,46.3373,6.187275,1756.633

2302281518,Equus asinus,47.035572,8.43727,382.4556

2302277327,Bos primigenius subsp. taurus,47.035572,8.43727,382.4556

2294658141,Sciurus vulgaris,46.214275,6.139539,13291.35

2294649566,Sciurus vulgaris,47.390837,8.396115,928.8221

2294580242,Vulpes vulpes,46.476114,6.878749,427.7762

2294479223,Erinaceus europaeus,46.567292,6.687697,3571.452

2294442702,Capreolus capreolus,46.451904,6.920581,867.0476

2283238974,Sciurus vulgaris,46.896406,8.639766,1017.212

2283238676,Capreolus capreolus,46.89782,8.646203,1017.212

2283222730,Rupicapra rupicapra,46.452501,6.923039,867.0476

2283104264,Sciurus vulgaris,46.244133,6.142539,1750.25

2283072790,Capreolus capreolus,46.185716,8.741513,690.0029

2269328937,Castor fiber,47.397355,8.500259,4707.777

2269322907,Capreolus capreolus,47.668406,9.140644,513.3874

2269286595,Erinaceus europaeus,46.476209,6.878899,427.7762

2268204898,Capreolus capreolus,47.371399,8.592731,4707.777

2251996474,Erinaceus europaeus,46.476096,6.878737,427.7762

2243359388,Capreolus capreolus,47.669895,9.138908,513.3874

2242825773,Meles meles,47.147805,7.240771,2598.288

2242825508,Sciurus vulgaris,47.147735,7.240866,2598.288

2242469089,Muroidea indet.,47.493546,7.590866,2170.526

2237387185,Muroidea indet.,47.493546,7.590866,2170.526

2237387102,Muroidea indet.,47.493546,7.590866,2170.526

2237151244,Canis familiaris,47.482349,7.60859,473.9634

2236900298,Erinaceus europaeus,46.519179,6.494671,4178.479

2236869437,Castor fiber,47.566617,7.802491,916.6542

2236845063,Sciurus vulgaris,47.462796,9.61725,933.713

2236258981,Sciurus vulgaris,46.522325,6.715751,1174.403

2236253611,Sciurus vulgaris,46.521273,6.582708,1970.898

2235656425,Muroidea indet.,47.493546,7.590866,2170.526

2235645569,Capreolus capreolus,47.485172,9.647039,632.9866

2235478400,Rupicapra rupicapra,46.213733,9.049403,642.7597

2235025798,Muroidea indet.,47.493546,7.590866,2170.526

2235025762,Muroidea indet.,47.493546,7.590866,2170.526

2235021137,Felis domestica,47.493546,7.590866,2170.526

2028497672,Castor fiber,47.370141,8.330544,941.1735

2028494612,Meles meles,47.354973,8.576479,1564.135

2028471017,Sciurus vulgaris,46.179645,8.756232,734.484

2027509440,Canis familiaris,46.154388,8.788719,1357.63

2013260361,Felis domestica,46.154388,8.788719,1357.63

2013256361,Capreolus capreolus,47.669895,9.138908,513.3874

2012982434,Capreolus capreolus,47.668048,9.143151,501.7211

2012727293,Felis domestica,46.154388,8.788719,1357.63

2012712701,Canis familiaris,46.154388,8.788719,1357.63

2006061017,Sciurus vulgaris,46.312242,7.486428,529.8505

2006050771,Vulpes vulpes,46.475518,6.883089,427.7762

2005360485,Castor fiber,47.483166,9.58103,1508.299

2005330250,Vulpes vulpes,46.76485,7.021511,356.9576

2005322803,Vulpes vulpes,46.364507,7.01322,311.8799

1988294040,Capreolus capreolus,47.669895,9.138908,513.3874

1988294039,Castor fiber,47.669895,9.138908,513.3874

1986460827,Felis domestica,47.493546,7.590866,2170.526

1946198701,Rupicapra rupicapra,46.371905,7.02407,311.8799

1944809240,Felis domestica,47.493546,7.590866,2170.526

1944809238,Felis domestica,47.493546,7.590866,2170.526

1932298505,Felis domestica,47.493546,7.590866,2170.526

1914266508,Felis domestica,47.493546,7.590866,2170.526

1914240075,Rupicapra rupicapra,47.432471,9.438601,709.3262

1914237169,Capreolus capreolus,47.452122,9.539581,496.6852

1914196975,Apodemus sylvaticus,46.467991,6.898896,492.3273

1913197566,Capreolus capreolus,46.472925,6.914432,672.2928

1913177717,Rupicapra rupicapra,46.435079,6.924921,867.0475

1913177704,Capreolus capreolus,46.435293,6.92468,867.0475

1913143883,Capreolus capreolus,46.335129,6.997014,360.9884

1913141626,Felis domestica,47.493546,7.590866,2170.526

1913132739,Chiroptera indet.,47.493546,7.590866,2170.526

1913132181,Capreolus capreolus,47.035572,8.43727,382.4556

1913130404,Bos primigenius subsp. taurus,47.035572,8.43727,382.4556

1901084293,Talpa europaea,46.346263,6.187555,887.0218

1901084163,Capreolus capreolus,46.298592,6.155531,1595.672

1899885786,Pipistrellus nathusii,47.67865,8.616028,719.3855

1899885780,Pipistrellus pipistrellus,47.67865,8.616028,719.3855

1899877274,Myotis daubentonii,47.67865,8.616028,719.3855

1899867087,Felis domestica,47.035572,8.43727,382.4556

1899866385,Eptesicus serotinus,47.67865,8.616028,719.3855

1899859905,Chiroptera indet.,46.964111,7.522801,786.9296

1898819537,Erinaceus europaeus,46.476187,6.878888,427.7762

1898803419,Erinaceus europaeus,46.527645,6.613797,3571.452

1891313805,Vulpes vulpes,46.36251,7.024643,311.8799

1891284592,Castor fiber,47.669895,9.138908,513.3874

1890694994,Erinaceus europaeus,46.694108,6.915203,521.4512

1890687646,Capreolus capreolus,46.348745,6.184933,887.0218

1883914916,Capreolus capreolus,46.343492,6.181372,887.0219

1883530182,Sciurus vulgaris,46.344987,6.190342,887.0218

1883503523,Erinaceus europaeus,46.334267,6.192997,1430.288

1883503314,Erinaceus europaeus,46.334312,6.192887,1430.288

1880534089,Vulpes vulpes,46.773113,7.035297,363.1678

1880488853,Rupicapra rupicapra,46.441608,6.928182,818.6255

1880488676,Capreolus capreolus,46.435131,6.924842,867.0475

1847494223,Capreolus capreolus,46.338967,7.000886,464.7269

1847484810,Sciurus vulgaris,46.341358,7.004042,464.7269

1847484723,Martes martes,46.334706,6.996961,360.9884

1847446820,Sciurus vulgaris,46.999753,6.938106,1987.72

1844600627,Capreolus capreolus,47.669895,9.138908,513.3874

1841196750,Sciurus vulgaris,46.25931,6.146527,1429.703

1839138466,Ondatra zibethicus,47.537991,7.71399,1196.297

1839137446,Myocastor coypus,47.537991,7.71399,1196.297

1839133507,Martes foina,47.493546,7.590866,2170.526

1839122689,Felis domestica,47.493546,7.590866,2170.526

1838374087,Capreolus capreolus,46.34875,6.188527,887.0218

1838018764,Vulpes vulpes,47.358506,8.561179,4688.678

1837086457,Vulpes vulpes,46.340704,7.005512,464.7269

1837086434,Meles meles,46.340699,7.00551,464.7269

1836605570,Vulpes vulpes,46.483442,6.887988,422.9636

1836587304,Capreolus capreolus,46.482904,6.882012,427.7762

1836566422,Mustela erminea,46.823538,7.208842,392.3252

1836566298,Glis glis,46.721278,6.565656,411.0228

1835263481,Myocastor coypus,47.537991,7.71399,1196.297

1831114386,Glis glis,45.981934,8.913444,881.8959

1831095754,Sciurus vulgaris,46.795825,7.159116,1711.884

1831095505,Lepus europaeus,46.982938,7.158666,364.7643

1831017570,"Mus musculus Linnaeus, 1758",47.475934,9.503412,1414.084

1828941455,Capreolus capreolus,47.669895,9.138908,513.3874

1828939880,Capreolus capreolus,47.493546,7.590866,2170.526

1807958823,Ovis indet.,47.490688,7.56722,1354.934

1807779197,Felis domestica,47.493546,7.590866,2170.526

1806070793,Felis domestica,47.490688,7.56722,1354.934

1806070760,Felis domestica,47.493546,7.590866,2170.526

1806070757,Felis domestica,47.493546,7.590866,2170.526

1806070754,Felis domestica,47.493546,7.590866,2170.526

1806006619,Capreolus capreolus,47.669895,9.138908,513.3874

1802688292,Vulpes vulpes,46.476154,6.878432,427.7762

1703270082,Felis domestica,47.493546,7.590866,2170.526

1702495585,Capreolus capreolus,47.669895,9.138908,513.3874

1702483730,Sciurus vulgaris,46.455067,6.926365,867.0475

1677312265,Rupicapra rupicapra,46.197652,8.867978,711.8352

1677291634,Rupicapra rupicapra,46.336306,6.996853,360.9884

1677291161,Sciurus vulgaris,46.336499,6.99651,360.9884

1677291064,Vulpes vulpes,46.336499,6.996853,360.9884

1677290854,Lepus europaeus,46.336306,6.996596,360.9884

1677290818,Martes martes,46.336765,6.995973,360.9884

1677122571,Felis domestica,47.493546,7.590866,2170.526

1677122341,Felis domestica,47.493546,7.590866,2170.526

1677122142,Felis domestica,47.493546,7.590866,2170.526

1677090895,Erinaceus europaeus,46.419178,6.272754,1690.477

1676821792,Castor fiber,47.669895,9.138908,513.3874

1676821789,Castor fiber,47.669895,9.138908,513.3874

1676821778,Capreolus capreolus,47.669895,9.138908,513.3874

1676821777,Capreolus capreolus,47.669895,9.138908,513.3874

1668896871,Vulpes vulpes,46.31777,6.989601,459.2147

1668771033,Martes foina,47.493546,7.590866,2170.526

1668739427,Chiroptera indet.,47.493546,7.590866,2170.526

1668739240,Chiroptera indet.,47.493546,7.590866,2170.526

1586195866,Myocastor coypus,47.537991,7.71399,1196.297

1586077130,Chiroptera indet.,47.493546,7.590866,2170.526

1580186495,Myocastor coypus,47.537991,7.71399,1196.297

1580185585,Myocastor coypus,47.586716,8.233566,517.9684

1580058579,Felis domestica,47.493546,7.590866,2170.526

1580058510,Felis domestica,47.493546,7.590866,2170.526

1580058491,Felis domestica,47.493546,7.590866,2170.526

1580058448,Felis domestica,47.497169,7.606144,1401.412

1580058438,Felis domestica,47.493546,7.590866,2170.526

1580058421,Felis domestica,47.493546,7.590866,2170.526

1580058401,Felis domestica,47.493546,7.590866,2170.526

1580058386,Felis domestica,47.493546,7.590866,2170.526

1580058315,Felis domestica,47.493546,7.590866,2170.526

1579928185,Chiroptera indet.,46.154388,8.788719,1357.63

1579910427,Capreolus capreolus,47.669895,9.138908,513.3874

1579907477,Canis familiaris,47.493546,7.590866,2170.526

1579896686,Castor fiber,47.669895,9.138908,513.3874

1579890957,Capreolus capreolus,47.478233,8.371582,807.6694

1579890239,Capreolus capreolus,47.669895,9.138908,513.3874

1579887017,Castor fiber,47.669895,9.138908,513.3874

1571162760,Erinaceus europaeus,47.414865,8.532184,4707.778

1562960520,Vulpes vulpes,46.345254,6.995029,311.8798

1562960476,Capreolus capreolus,46.345528,6.995394,311.8798

1562960419,Sciurus vulgaris,46.345158,6.995083,311.8798

1562918349,Rupicapra rupicapra,46.322794,6.997669,372.917

1562918339,Capreolus capreolus,46.322816,6.997304,372.917

1562918338,Sciurus vulgaris,46.322771,6.997454,372.917

1562918329,Rupicapra rupicapra,46.331569,7.002035,656.0027

1562918314,Meles meles,46.322727,6.997315,372.917

1457610381,Sciurus vulgaris,46.335017,6.996928,360.9884

1457608218,Sciurus vulgaris,46.334988,6.996861,360.9884

1457608136,Lepus europaeus,46.33541,6.996711,360.9884

1457608125,Capreolus capreolus,46.335414,6.996722,360.9884

1457608121,Meles meles,46.335406,6.996733,360.9884

1457608097,Capreolus capreolus,46.33544,6.996818,360.9884

1457608077,Capreolus capreolus,46.334988,6.996902,360.9884

1457608049,Vulpes vulpes,46.335314,6.996577,360.9884

1457584908,Talpa,46.16399,8.873069,496.3958

1453538588,Sciurus vulgaris,46.166368,8.948429,341.016

1453414279,Sciurus vulgaris,46.194773,9.011032,956.2713

1453404975,Sciurus vulgaris,46.165319,8.947216,341.016

1453225804,Talpa,46.169013,8.940747,301.006

1453216355,Sciurus vulgaris,46.179117,8.757455,734.484

1453187405,Rattus norvegicus,46.158551,8.803396,878.3904

1339206993,Ondatra zibethicus,47.537991,7.71399,1196.297

1339197307,Ondatra zibethicus,47.537991,7.71399,1196.297

1339189362,Ondatra zibethicus,47.537991,7.71399,1196.297

1339166442,Ondatra zibethicus,47.537991,7.71399,1196.297

1339166348,Ondatra zibethicus,47.537991,7.71399,1196.297

1339118734,Muroidea indet.,47.493546,7.590866,2170.526

1339089761,Myotis mystacinus/brandtii-Komplex,47.537991,7.71399,1196.297

1339078939,Mustela erminea,47.48415,7.56752,1354.934

1339021544,Martes foina,47.563091,7.594814,7566.64

1338982023,Mustela erminea,47.48415,7.56752,1354.934

1338973550,Myocastor coypus,47.530655,7.615714,1777.626

1338970558,Martes foina,47.493546,7.590866,2170.526

1338967194,Myocastor coypus,47.537991,7.71399,1196.297

1338734097,Felis domestica,47.493546,7.590866,2170.526

1338722881,Felis domestica,47.497169,7.606144,1401.412

1338654437,Erinaceus europaeus,47.493546,7.590866,2170.526

1338523358,Chiroptera indet.,47.493546,7.590866,2170.526

1338520609,Capreolus capreolus,46.890934,7.560933,1287.834

1338506192,Capreolus capreolus,47.669895,9.138908,513.3874

1338503249,Castor fiber,47.669895,9.138908,513.3874

1338482780,Capreolus capreolus,47.669895,9.138908,513.3874

1338443201,Chiroptera indet.,47.493546,7.590866,2170.526

1338371790,Chiroptera indet.,47.493546,7.590866,2170.526

1338343710,Capreolus capreolus,47.669895,9.138908,513.3874

1338330229,Castor fiber,47.410629,8.083608,1666.234

1338329256,Chiroptera indet.,47.493546,7.590866,2170.526

1338321948,Castor fiber,47.669895,9.138908,513.3874

1338257150,Capreolus capreolus,47.341709,8.222065,455.1992

1338246673,Capreolus capreolus,47.669895,9.138908,513.3874

1323034601,Sciurus vulgaris,46.158491,8.803756,878.3904

1265592475,Vulpes vulpes,46.181509,6.015782,365.724

1143562324,Martes martes,46.294219,6.149189,1595.672

1038648059,Erinaceus europaeus,47.325211,7.711716,378.316

1038554395,Castor fiber,47.669895,9.138908,513.3874

932764363,Capreolus capreolus,47.669895,9.138908,513.3874

922467621,Ondatra zibethicus,47.586716,8.233566,517.9684

922466740,Ondatra zibethicus,47.586716,8.233566,517.9684

922451425,Nyctalus noctula,47.586716,8.233566,517.9684

922305701,Meles meles,47.493546,7.590866,2170.526

922267256,Mustela erminea,47.586716,8.233566,517.9684

922208648,Lepus europaeus,46.210011,6.084023,2757.703

921708046,Felis domestica,46.210011,6.084023,2757.703

921707138,Felis domestica,47.493546,7.590866,2170.526

921643963,Erinaceus europaeus,46.210011,6.084023,2757.703

921048309,Chiroptera indet.,47.493546,7.590866,2170.526

921044002,Chiroptera indet.,47.493546,7.590866,2170.526

921037364,Chiroptera indet.,47.493546,7.590866,2170.526

921033611,Chiroptera indet.,47.493546,7.590866,2170.526

920990149,Capreolus capreolus,47.669895,9.138908,513.3874

920985292,Castor fiber,47.586716,8.233566,517.9684

920983897,Castor fiber,47.586716,8.233566,517.9684

920979320,Capreolus capreolus,46.210011,6.084023,2757.703

920966055,Castor fiber,47.682796,8.625706,328.352

920957909,Castor fiber,47.669895,9.138908,513.3874

920957907,Capreolus capreolus,47.669895,9.138908,513.3874

920956330,Castor fiber,47.669895,9.138908,513.3874

920956224,Capreolus capreolus,47.669895,9.138908,513.3874

920942378,Capra ibex,46.723152,7.895737,345.442

920934121,Castor fiber,47.583836,8.308532,441.3583

920924225,Capreolus capreolus,47.669895,9.138908,513.3874

920923998,Capreolus capreolus,47.493546,7.590866,2170.526

920909730,Castor fiber,47.586716,8.233566,517.9684

920901053,Capreolus capreolus,47.669895,9.138908,513.3874

920874665,Capreolus capreolus,47.209248,7.53911,1998.348

920855231,Castor fiber,47.669895,9.138908,513.3874

920844299,Castor fiber,47.586716,8.233566,517.9684

